State,CMS Certification Number (CCN),Provider Name,Address,City,Zip,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Quality of patient care star rating,How often the home health team began their patients’ care in a timely manner,How often the home health team taught patients (or their family caregivers) about their drugs,How often the home health team checked patients’ risk of falling,How often the home health team checked patients for depression,How often the home health team determined whether patients received a flu shot for the currnet flu season,How often the home health team made sure that their patients have received a pneumococcal vaccine (pneumonia shot),"With diabetes, how often the home health team got doctor’s orders, gave foot care, and taught patients about foot care",How often patients got better at walking or moving around,How often patients got better at getting in and out of bed,How often patients got better at bathing,How often patients had less pain when moving around,How often patients’ breathing improved,How often patients’ wounds improved or healed after an operation,How often patients got better at taking their drugs correctly by mouth,How often home health patients had to be admitted to the hospital,"How often patients receiving home health care needed urgent, unplanned care in the ER without being admitted","How often home health patients, who have had a recent hospital stay, had to be re-admitted to the hospital","How often home health patients, who have had a recent hospital stay, received care in the hospital emergency room without being readmitted to the hospital",HHCAHPS Survey Summary Star Rating,Star Rating for health team gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family"
FL,109425,MIAMI LAKES HOME HEALTH CARE INC,6710 MAIN ST STE 236,MIAMI LAKES,33014,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,2,98.6,98.5,100,100,8.5,4.5,100,44.1,39.1,38.7,82.8,29.4,,20.5,17.9,14.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
FL,109427,PROFESSIONAL-MED CARE SERVICES CORP,10691 SW 88 STREET SUITE 312,MIAMI,33176,Proprietary,Yes,Yes,Yes,No,Yes,Yes,4,99.4,98.8,100,100,50,21,91.7,67.8,65,90.1,100,28.2,,26.2,10.6,5.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
FL,109428,UTOPIA HOME CARE INC,4100 W KENNEDY BLVD STE 105,TAMPA,33609,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,2,89.6,60.5,97,93.4,55.7,63.2,74.7,51.5,57.5,62.5,55.1,72.5,88.4,40.6,22,1.4,Not Available,Not Available,2,3,85,2,78,1,71,1,72,65
FL,109430,"DIAL 4 CARE, INC",7735 NW 146 ST  STE 206,MIAMI LAKES,33016,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,2.5,93.8,90.7,100,100,62.6,73,99.3,69.3,62.9,70.5,74.4,67.6,,26.1,22.1,7.3,Worse Than Expected,Same As Expected,4,5,94,3,83,2,81,4,88,87
FL,109433,"CHANCE HOME CARE, INC.",7499 ATLANTIC AVE STE 204,DELRAY BEACH,33446,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3.5,96,89.6,98.8,99.8,79.2,72.3,86,72.5,75.7,70.5,86.6,84.2,93.1,71,18.8,13.7,Same As Expected,Same As Expected,2,2,83,2,77,1,65,1,75,60
FL,109435,FUSION HEALTHCARE,10508 SPRING HILL DR,SPRING HILL,34608,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3.5,97.9,99.3,100,99.3,70.8,79.6,96.9,62,59.3,72.5,64.1,75,93.8,62.4,12.1,6.9,Same As Expected,Same As Expected,3,3,86,4,86,3,83,2,72,67
FL,109436,PALM GARDEN HOME HEALTH,1101 N LAKE DESTINY DR STE 300,MAITLAND,32751,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3.5,93.3,99.4,98.6,100,82.1,82.8,98.1,67.3,68.8,72.9,61.4,77.4,,72.7,14.6,16.2,Not Available,Not Available,Not Available,Not Available,82,Not Available,77,Not Available,78,Not Available,80,77
FL,109437,"SUPREME HOME HEALTH CARE, LLC","8910 MIRAMAR PKWY, STE 305",MIRAMAR,33025,Proprietary,Yes,Yes,Yes,No,Yes,Yes,3.5,95.8,90.7,98.8,100,79.7,41.2,87.5,76.2,67.2,70,65.4,90.1,,58.2,19.9,3.4,Same As Expected,Same As Expected,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
FL,109442,FLORIDA FIRST CARE INC,800 ZEAGLER DR STE 220,PALATKA,32177,Proprietary,Yes,Yes,Yes,No,Yes,Yes,4.5,99.4,96.7,99.7,100,77.3,84.7,98.9,76.6,71.3,78.7,83.9,86.4,95.7,69.2,16.1,13.2,Same As Expected,Same As Expected,4,5,90,5,87,3,83,4,89,80
FL,109443,HEALTH FIRST HOME CARE,900 VILLAGE SQUARE STE 1,SEBASTIAN,32958,Non - Profit Other,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
FL,109444,PALM GARDEN HOME HEALTH,3200 SW 34TH AVE STE 702,OCALA,34474,Proprietary,Yes,Yes,Yes,Yes,Yes,No,3,87.8,100,100,100,57.1,60.5,95.5,68.5,58.2,62.7,59.6,73.3,,60.9,18.2,11.7,Not Available,Not Available,Not Available,Not Available,95,Not Available,88,Not Available,87,Not Available,95,64
FL,109445,"HOME HEALTH CARE TEAM, LLC",5400 S UNIVERSITY DR STE 115,DAVIE,33328,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,2.5,100,67.8,99.3,97.8,72.6,67.2,84.1,51.5,37,50.4,70.1,33.3,,34.6,14.5,10.5,Not Available,Not Available,Not Available,Not Available,84,Not Available,86,Not Available,90,Not Available,94,85
FL,109446,LEEDER HOME HEALTH CARE SERVICES LLC,824 LAKE BALDWIN LANE,ORLANDO,32803,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,2.5,91.5,88.2,100,99.1,62.9,75,100,61.4,62,59.3,67.5,,,43.3,32.4,18.5,Not Available,Not Available,Not Available,Not Available,89,Not Available,75,Not Available,77,Not Available,85,85
FL,109449,DOCTORS CHOICE HOME CARE,7515 SW 24TH AVE,GAINESVILLE,32607,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,,100,95.8,100,100,,82.6,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
FL,109450,WATERMAN VILLAGE HOME CARE,130 WATERMAN AVENUE,MOUNT DORA,32757,Non - Profit Private,Yes,Yes,Yes,Yes,Yes,Yes,2.5,93.4,92.7,98.9,88.8,78.7,82.5,88.1,64,60.9,71.8,60.4,58.7,,53.8,18.3,10.4,Same As Expected,Same As Expected,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
FL,109454,"HEAVENLY HOME HEALTH AGENCY, CORP",12901 W OKEECHOBEE RD #10,HIALEAH GARDENS,33018,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
FL,109458,LEGACY HOME HEALTH,630 NORTH MAITLAND AVENUE,MAITLAND,32751,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,4,98.5,83.2,100,99.1,58.6,62.6,95.7,81,78.8,88.8,76.9,90.5,,70,19.4,11.4,Same As Expected,Same As Expected,3,3,87,3,80,2,81,3,82,78
FL,109462,ALL ABOUT YOU HOME HEALTH AGENCY INC,1499 W PALMETTO PARK ROAD SUITE 159,BOCA RATON,33486,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3.5,96.6,99.4,100,100,72.1,68.6,100,72.2,66.7,69.1,84.1,72.7,,67.7,15.4,13.1,Not Available,Not Available,Not Available,Not Available,80,Not Available,78,Not Available,63,Not Available,76,77
FL,109465,GIFTED HEALTH GROUP INC,111 NW 183 ST   STE 414,MIAMI GARDENS,33169,Proprietary,Yes,Yes,No,No,No,Yes,,,,,,,,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
FL,109466,SUNRISE HOME HEALTH & SUPPLIES OF BRADENTON,3911 GOLF PARK LOOP UNIT #101,BRADENTON,34203,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3,89.4,97.8,100,98.9,65.2,67.4,92.9,66.7,49.1,82,58.6,78.9,,64.3,23.2,14.1,Same As Expected,Worse Than Expected,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
FL,109468,HOME HEALTH SERVICES OF FLORIDA AC INC,1961 NW 150 AVENUE SUITE 101,PEMBROKE PINES,33028,Proprietary,Yes,Yes,Yes,No,Yes,Yes,4,98.7,91,100,99.7,19.8,22.6,94.7,94.4,94.8,95.5,94.5,30.5,,29.1,11.9,14.4,Not Available,Not Available,2,2,83,1,74,2,75,1,65,59
FL,109470,"REALCARE HOME HEALTH, INC.",6175 NW 167 ST  G30,MIAMI GARDENS,33015,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3.5,94.7,99.2,100,100,33,16.5,100,77.8,67.4,85.2,99.2,34.8,,44.2,10.7,9,Not Available,Not Available,4,5,95,5,90,1,64,5,93,92
FL,109471,"SILVER LIGHTNING HOME HEALTH CARE, LLC",2880 W OAKLAND PARK BLVD SUITE 221,OAKLAND PARK,33311,Proprietary,Yes,Yes,Yes,No,Yes,Yes,2.5,91.9,98.4,98,100,21.1,9.8,,59.4,57.5,52.6,75.6,61,,42.5,21,8.5,Not Available,Not Available,Not Available,Not Available,64,Not Available,45,Not Available,73,Not Available,81,68
FL,109480,ON-SITE HOME HEALTH CARE CORP,6858 W FLAGLER ST,MIAMI,33144,Proprietary,Yes,Yes,Yes,No,Yes,Yes,3.5,100,100,100,100,28.6,0,100,59,61.6,56.6,86.1,65.4,,30.6,11.1,9,Not Available,Not Available,Not Available,Not Available,95,Not Available,100,Not Available,98,Not Available,100,100
FL,109485,"TIMELESS HOME CARE, INC.",2750 N 29 AVE STE 320,HOLLYWOOD,33020,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3,98.7,99,100,100,23.6,22.2,79,59.8,60.6,68.7,77.6,69.5,,57.4,18.6,15.3,Same As Expected,Same As Expected,4,4,87,4,84,2,81,4,83,78
FL,109486,"CARING AT HOME HEALTHCARE, LLC",150 NW 70TH AVE STE 9,PLANTATION,33317,Proprietary,Yes,Yes,Yes,No,No,Yes,,,,,,,,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
FL,109488,"QUALITY CARE NURSING SERVICES, INC",1111 PARK CENTRE BLVD   STE 201,MIAMI GARDENS,33169,Proprietary,Yes,Yes,Yes,No,Yes,Yes,,,,,,,,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
FL,109491,ALTERNATIVE HOME HEALTH AGENCY INC,7081 GRAND NATIONAL DR STE 101,ORLANDO,32819,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,4.5,98.6,98.2,100,100,51.7,71,100,86.3,82,100,95,76.9,78,71,15.7,8.6,Same As Expected,Same As Expected,4,4,90,5,91,4,87,4,88,83
FL,109493,INTER COASTAL HOME HEALTH CARE INC,1388 NW 2ND AVE  STE 1,BOCA RATON,33432,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3,68.8,92.1,98,85.9,79.5,36.9,98,76.1,63.9,67.1,79.4,61.2,,66.3,20.6,8.6,Not Available,Not Available,Not Available,Not Available,96,Not Available,93,Not Available,91,Not Available,92,92
FL,109494,ENCOMPASS HOME HEALTH OF FLORIDA,50 WEST OAK ST #52,KISSIMMEE,34741,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,4,97.5,100,100,99.8,74.2,69.1,99.8,78.7,69.3,79.4,82.6,79.1,95.2,69.9,19.3,8.8,Same As Expected,Same As Expected,3,3,88,3,83,2,82,3,82,77
FL,109495,"SUMMIT NURSING SERVICES, INC.",6047 KIMBERLY BLVD STE 220,MARGATE,33063,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
FL,109496,QUALITY LIFE HOME CARE CORP,7600 WEST 20TH AVENUE STE 218,HIALEAH,33016,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,87,Not Available,78,Not Available,79,Not Available,47,63
FL,109497,OMNI HOME CARE AGENCY INC,7801 CORAL WAY STE 131,MIAMI,33155,Proprietary,Yes,Yes,No,No,No,Yes,4.5,100,98.5,99.7,100,78.3,55.7,100,84.1,75.1,94.1,100,57.6,,24,10.4,8.1,Not Available,Not Available,Not Available,Not Available,91,Not Available,83,Not Available,74,Not Available,77,82
FL,109499,DPS HOME HEALTH AGENCY INC,5725 CORPORATE WAY STE 201,WEST PALM BEACH,33407,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
FL,109502,AGING PARADISE INC,1620 W OAKLAND PARK BLVD STE 203,OAKLAND PARK,33311,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,4,98.9,100,100,99.4,86.1,21.5,100,88.5,76.2,100,50.3,20.4,,45,24.8,3.2,Not Available,Not Available,Not Available,Not Available,94,Not Available,93,Not Available,94,Not Available,88,86
FL,109503,REHAB MATTERS HOME HEALTH,16344 CORTEZ BLVD,BROOKSVILLE,34601,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,4,98,97.5,99.4,100,81.5,90.5,95.6,81.2,72.4,83,59.4,73.4,,52.2,11.5,13.1,Same As Expected,Same As Expected,Not Available,Not Available,90,Not Available,87,Not Available,79,Not Available,85,88
FL,109504,"NURSING PLUS OF BROWARD, LLC",3600 S ST RD 7 STE 36,MIRAMAR,33023,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,4,95,100,100,100,86.2,74.4,,65,,82.2,,72.8,,,,,Not Available,Not Available,Not Available,Not Available,84,Not Available,87,Not Available,100,Not Available,80,80
FL,109505,MEDI-NURSE,"6175 NW 167TH ST, STE G 15",MIAMI,33015,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,4,100,98.2,100,100,68.6,38.2,,69.8,71.7,65.6,82.4,99.8,,57.5,11.9,7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
FL,109506,ALTUS HOME HEALTH SERVICES LLC,3426 DUCK AVE,KEY WEST,33040,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3,85.6,99,100,99,66,60.1,100,60.8,64.2,64.8,64.3,76.9,,51.2,12.5,12.3,Not Available,Not Available,5,5,93,5,91,5,93,5,93,87
FL,109507,"TENDRA HOME HEALTH, INC.",8569 PINES BLVD STE 209,PEMBROKE PINES,33024,Proprietary,Yes,Yes,Yes,No,No,Yes,,,,,,,,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
FL,109509,FUSION HEALTHCARE,6003 HONORE AVE STE 201,SARASOTA,34238,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,4.5,99.1,99.3,100,98.6,78.4,80.1,97.9,78,74.9,85,79.6,76.5,92.4,70.5,13.9,12.8,Same As Expected,Worse Than Expected,3,4,88,3,82,2,79,3,85,78
FL,109510,"KAY HEALTH SERVICES, LLC",1521 FOREST HILL BLVD STE 3,LAKE CLARKE SHORES,33406,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3.5,100,96,100,100,,76,,64.8,70,67.3,,64.2,,,11.8,10.8,Not Available,Not Available,Not Available,Not Available,88,Not Available,90,Not Available,70,Not Available,89,74
FL,109512,GABLES GATE HEALTH CENTER INC,7811 SW 24 ST STE 104,MIAMI,33155,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
FL,109514,LT HEALTH CARE CORP,12340 SW 132ND CT,MIAMI,33186,Proprietary,Yes,Yes,Yes,No,No,Yes,2.5,98.1,94.3,97.4,100,58.7,1.3,81.1,44.8,20.8,76.5,96.6,2.4,,16.6,16.2,7.5,Not Available,Not Available,Not Available,Not Available,93,Not Available,96,Not Available,91,Not Available,96,74
FL,109520,GREYSTONE HOME HEALTHCARE OF SOUTHWEST FLORIDA,"5741 BEE RIDGE RD, STE 400",SARASOTA,34223,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,4,93,99.1,98.8,99.9,90.5,88.2,99.5,67.9,70.2,76.3,71.5,82.3,95.3,60.8,14.1,10.1,Same As Expected,Same As Expected,2,2,82,3,81,2,78,1,74,66
FL,109526,"GOLDEN LIFE HOME HEALTH AGENCY, INC",10250 SW 56TH STREET STE A201,MIAMI,33165,Proprietary,Yes,Yes,Yes,No,Yes,Yes,4,99,99.5,100,100,50,39.1,84.3,86.6,60.9,74.8,88.8,45,,54,11.2,5.3,Not Available,Not Available,Not Available,Not Available,92,Not Available,98,Not Available,84,Not Available,98,98
FL,109528,B & B HOMECARE OF BROWARD LLC,135 NW 100 AVE,PLANTATION,33324,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3.5,90.9,98.4,99.5,100,56.4,57.6,87.9,72.9,65.1,80.4,81.1,74.7,,64,14.9,8.5,Same As Expected,Same As Expected,4,4,90,4,87,3,86,4,88,79
FL,109530,CRYSTAL HEART HOME HEALTH CARE INC,26845 S DIXIE HWY,HOMESTEAD,33032,Proprietary,Yes,Yes,Yes,No,No,Yes,3.5,100,98.4,100,100,3.8,55.7,100,80.6,41.9,70.2,95.7,8.8,,10,10.5,6.5,Not Available,Not Available,Not Available,Not Available,93,Not Available,89,Not Available,98,Not Available,91,89
FL,109531,OPTIMA HOME HEALTH INC,6911 PISTOL RANGE RD STE 103A,TAMPA,33635,Proprietary,Yes,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
FL,109532,ENCOMPASS HOME HEALTH OF FLORIDA,2143 E FORT KING STREET SUITE 102,OCALA,34471,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3.5,92.7,99.2,99.8,99.2,67.2,74.1,97.4,68.6,64.1,76.1,70.5,72.1,96.6,61.5,17.8,11.7,Same As Expected,Same As Expected,4,5,90,4,84,4,87,3,83,82
FL,109533,MERCY HOME CARE INC,2298 SW 8TH STREET,MIAMI,33135,Proprietary,Yes,Yes,Yes,No,Yes,Yes,,,,,,,,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
FL,109535,CENTRAL FLORIDA HOME HEALTH LLC,1200 W STATE RD 434 STE 112,LONGWOOD,32750,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
FL,109537,SUWANNEE MEDICAL PERSONNEL,1460 CASSAT AVE STE A,JACKSONVILLE,32205,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,4.5,95.4,96.9,100,97.4,73.9,73.8,98.6,85,77.8,92.4,95.9,85.5,,81.3,23.4,6.9,Not Available,Not Available,Not Available,Not Available,92,Not Available,87,Not Available,84,Not Available,91,79
FL,109538,CONCEPTS IN ELDERCARE,6191 W ATLANTIC BLVD STE 7,MARGATE,33063,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3.5,90.3,100,100,99.2,89.3,73.4,100,61.3,52.1,70.8,79.1,47.7,,29.5,18.9,9.7,Not Available,Not Available,Not Available,Not Available,100,Not Available,88,Not Available,83,Not Available,91,82
FL,109539,CONCEPTS IN ELDERCARE,455 NW 35 STREET SUITE 102,BOCA RATON,33431,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,1.5,84.8,92.4,100,97,80.6,68.2,,47,41.3,42.6,49.3,34.6,,43.4,20.4,9.7,Not Available,Not Available,Not Available,Not Available,65,Not Available,61,Not Available,60,Not Available,53,53
FL,109540,MY ANGELS HOME HEALTH AGENCY INC,4471 NW 36 ST  STE 250,MIAMI SPRINGS,33166,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,,100,100,100,96.7,18.2,0,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
FL,109541,ACCESSIBLE HOME HEALTH CARE OF PALM BEACH,2240 WOOLBRIGHT RD STE 208,BOYNTON BEACH,33426,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,4,97.6,97.1,100,99,84.9,89.3,96.9,70.7,65.5,75.9,72.5,80.4,88.7,65,13.8,12.1,Same As Expected,Same As Expected,4,5,91,5,88,2,78,4,86,83
FL,109544,"DAILY HOME HEALTH, INC",633 NE 167TH ST STE 505,NORTH MIAMI BEACH,33162,Proprietary,Yes,Yes,Yes,No,No,Yes,,,,,,,,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
FL,109546,GREYSTONE HOME HEALTH,5801 49TH ST N STE 200,SAINT PETERSBURG,33709,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3.5,91.2,99,99.5,98,89.4,91.4,96.8,72,65,72.8,74.6,74.4,95.7,59.9,17.9,7.9,Same As Expected,Better Than Expected,3,3,86,3,84,2,80,3,75,75
FL,109551,ACCESSIBLE HOME HEALTH CARE OF SOUTH MIAMI-DADE,2550 NW 72ND AVE STE 305,MIAMI,33122,Proprietary,Yes,Yes,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
FL,109552,HEALTH CARE OF SOUTH FLORIDA CORP,1250 E HALLANDSALE BCH BLVD STE 805,HALLANDALE,33009,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,4,94.7,98.9,98.6,100,50,58.9,93.8,75.2,78.6,80,89.5,77.8,,52.3,21.8,18.7,Not Available,Not Available,Not Available,Not Available,88,Not Available,85,Not Available,84,Not Available,79,78
FL,109554,AMERICAN HOME HEALTH PROVIDERS CORP,6001 NW 153 ST STE 155,MIAMI LAKES,33014,Proprietary,Yes,Yes,Yes,No,Yes,Yes,4.5,95.4,100,99.5,100,83.5,89.4,100,73.3,62.2,77.5,98.1,91.1,,59.9,13.4,6.3,Not Available,Not Available,4,5,96,5,93,3,84,4,87,88
FL,109556,HAVEN HOME HEALTH CARE OF BROWARD,2699 STIRLING RD STE 106,FORT LAUDERDALE,33312,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3,95.5,90.2,100,100,49.7,53.1,100,59.7,65.8,70.7,78.4,77.9,90.7,48.7,13.7,10.5,Same As Expected,Same As Expected,3,4,90,3,83,1,74,4,88,79
FL,109557,UNITED HOME HEALTH SOLUTIONS INC,6187 NW 167 ST UNIT H-15,MIAMI GARDENS,33015,Proprietary,Yes,Yes,Yes,No,No,Yes,4.5,97.9,99.5,100,100,84.6,5.5,96.5,97.4,66.8,100,93,74.2,,37.8,16.2,6.1,Not Available,Not Available,Not Available,Not Available,98,Not Available,91,Not Available,85,Not Available,85,97
FL,109559,"BLUE SKY HOME HEALTHCARE, INC",1601 N PALM AVE  STE 204-B,PEMBROKE LAKES,33026,Proprietary,Yes,Yes,Yes,No,Yes,Yes,4,96.5,73.4,100,100,53.3,54.9,84.8,76.6,81.9,72.5,85.8,69.9,,47.2,10,12.8,Not Available,Not Available,4,5,96,5,91,2,77,5,95,84
FL,109561,BREEZE HEALTH CARE INC,19501 NE 10TH AVENUE BLDG 1 SUITE C,NORTH MIAMI BEACH,33179,Proprietary,Yes,Yes,Yes,No,No,Yes,3,96.9,96.9,100,100,73.1,34.4,,47,56.1,31.2,81.5,59.5,,12.6,10.3,3.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
FL,109565,ABLE PALMS HOME & HEALTH CARE SERVICES INC,300 LAKE AVE NE STE 100,LARGO,33771,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,2.5,91.8,96.3,100,92.2,83,90.6,90.5,50.5,57.3,62.5,63.6,64.4,95.9,46.1,16.5,6.8,Not Available,Not Available,3,4,87,3,79,1,70,3,86,72
FL,109566,AMAZING HOME HEALTH CARE INC,2202 B CURRY FORD RD,ORLANDO,32806,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,5,97.6,100,100,100,88.7,26.1,100,94.5,89.2,90.5,97.4,100,,77.6,11.6,10.3,Not Available,Not Available,Not Available,Not Available,91,Not Available,100,Not Available,98,Not Available,98,91
FL,109569,NURSE TO YOU HOME HEALTH CARE INC,11621 SEMINOLE BLVD,LARGO,33778,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,2,96,95.3,100,99.3,36.5,49.7,84.2,59.4,49.2,60.9,53.1,54.9,,52.1,16.5,14.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
FL,109570,ST SOPHIA NURSING CARE CORP,702 SW 57 AVE,MIAMI,33144,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
FL,109571,SIERRA LIFECARE INC,"4300 N UNIVERSITY DR, STE F-102",LAUDERHILL,33351,Proprietary,Yes,No,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
FL,109574,D & J HOME HEALTH AGENCY INC,10300 SW SUNSET DR  STE 307,MIAMI,33173,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3.5,100,100,,100,13,6.7,,,,,,23,,,6.8,9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
FL,109575,"ESTHER'S HOME HEALTH SERVICES, INC.",3192 HALLANDALE BEACH BLVD UNIT 5,PEMBROKE PARK,33023,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,,45.5,100,,95.5,,0,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
FL,109576,CARE PLUS HOME HEALTH AGENCY INC,160 160 NW 176TH ST STE 411,MIAMI GARDENS,33169,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
